name,category,region,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,source,scraped_at
الدكوانة الجديدة,marketplace,Mount Lebanon,,33.876081,35.5479087,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
sue,clothes,Mount Lebanon,,33.8519276,35.5468571,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
دلتشه فيتا,beauty,Mount Lebanon,,33.8515238,35.5474253,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abi Aad,hairdresser,Mount Lebanon,,33.8531535,35.546186,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Anwar Baroud,clothes,Mount Lebanon,,33.8558609,35.5756539,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Martini Centre Home,travel_agent,Mount Lebanon,,33.8886435,35.5522076,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Protek Aluminium,company,Beirut,,33.8624877,35.5449015,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
La Rose,florist,Mount Lebanon,,33.8521993,35.5455817,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Optique Newlook,optician,Mount Lebanon,,33.852426,35.5452448,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ندى,beauty,Beirut,,33.866152,35.5214935,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سامية,hairdresser,Beirut,,33.8661131,35.5216973,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ماريتً كوتور,clothes,Beirut,,33.8661788,35.5216946,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كاريتاس دارنا,place_of_worship,Beirut,,33.8731339,35.5227742,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بغ سيل,clothes,Beirut,,33.873675,35.5215243,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fady Touma,dentist,Beirut,,33.8666465,35.5222284,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Coktail,fast_food,Mount Lebanon,,33.8392792,35.5306382,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jamous,florist,Mount Lebanon,,33.84204,35.5288341,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
falefel abou andreh,fast_food,Mount Lebanon,,33.9163535,35.5838279,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bata,shoes,Mount Lebanon,,33.9342302,35.5901441,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
2000,pharmacy,Mount Lebanon,,33.9739193,35.6115791,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
kaslik toys,toys,Mount Lebanon,,33.9778738,35.6186569,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Irani,shoes,Mount Lebanon,,33.9789781,35.6243497,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kababji,fast_food,Mount Lebanon,,33.9755722,35.6145842,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
tony toys,toys,Mount Lebanon,,33.9841562,35.6387898,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أبو شبكة,toys,Mount Lebanon,,33.9892645,35.6422883,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
al sultan bakery,bakery,Mount Lebanon,,33.9965573,35.645889,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سيتي بلاس,hotel,Mount Lebanon,,34.0068141,35.649525,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
إطارات,car_repair,Mount Lebanon,,34.0325473,35.6307524,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Challalat,restaurant,Mount Lebanon,,34.0609717,35.6465095,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
river side,hotel,Mount Lebanon,,34.0606236,35.6511009,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جار البحر,seafood,Mount Lebanon,,34.0462889,35.6323803,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بتروماس,fuel,Mount Lebanon,,34.0320082,35.6306585,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
يونس,pharmacy,Mount Lebanon,,33.980467,35.6337035,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Le Cremier,ice_cream,Mount Lebanon,,33.9785564,35.6258066,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
linea verde,furniture,Mount Lebanon,,34.0026281,35.6476663,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
TSC Plus,supermarket,Mount Lebanon,,33.9680661,35.6074278,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
original marins,clothes,Mount Lebanon,,33.9764996,35.6152339,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
chawarmanji,fast_food,Mount Lebanon,,33.9724552,35.6102224,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Holiday Beach,hotel,Mount Lebanon,,33.9581917,35.6001066,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بورشه,car,Mount Lebanon,ضبية‎‎,33.9321964,35.5883785,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
خضرا,greengrocer,Beirut,,33.8466801,35.5345463,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الإطارات,car_repair,Beirut,بيروت,33.8953386,35.5450252,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بيجو,car,Beirut,بيروت,33.8889316,35.5325504,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Burger King,fast_food,Mount Lebanon,,33.8111433,35.605228,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Domino's,fast_food,Mount Lebanon,عاليه,33.8124669,35.608832,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Vero Moda,clothes,Mount Lebanon,,33.807628,35.5995364,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
el riad,hotel,Mount Lebanon,Aley,33.8079235,35.6026661,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
RG home,electronics,Mount Lebanon,,33.8083655,35.5964632,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الكرمة,restaurant,Mount Lebanon,,33.8261609,35.5968955,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بنك بيروت والبلاد العربية,bank,Beirut,,33.8745633,35.5182946,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بنك بيبلوس,bank,Beirut,,33.8742215,35.518069,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
École School,school,North Lebanon,Tripoli,34.43082,35.8416979,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Adler,place_of_worship,Beirut,,33.8944388,35.4914847,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
adel ghawi,library,Mount Lebanon,,33.8190177,35.5598433,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية رأس المتن الرسمية,school,Mount Lebanon,رأس المتن,33.8476876,35.6610027,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
جان جبور,electrician,Mount Lebanon,زلقا,33.8977669,35.5770015,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Vidéo Bob,studio,Mount Lebanon,,33.8777765,35.5780589,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
البنك اللبناني للتجارة,bank,North Lebanon,,34.1216707,35.6477731,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة ليفون وصوفيا هاكوبيان,school,Beirut,"شارع آراس, بيروت",33.892978,35.5396689,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
المدرسة الأرمينية الأربعين شهيد,kindergarten,Beirut,بيروت,33.8926663,35.5382374,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مدرسة فاهان تيكيان,kindergarten,Beirut,,33.8960165,35.5383235,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مركز شغزويان الثقافي,arts_centre,Beirut,,33.8958561,35.538771,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
max,clothes,Beirut,,33.8578747,35.5197429,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
mkhallalati,clothes,Beirut,,33.875683,35.5071675,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Shawarmanji,fast_food,Mount Lebanon,,33.9052421,35.5743875,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الجامعة اللبنانية,school,Mount Lebanon,,33.8034817,35.6077372,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
layal,pharmacy,Mount Lebanon,,33.8000996,35.6112703,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة الرهبان الأنطونية,school,Mount Lebanon,,33.7339224,35.5937257,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المنار,fuel,Mount Lebanon,,33.7546342,35.5882579,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Banna,supermarket,Mount Lebanon,,33.802695,35.6082289,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كنيسة في الصخر,place_of_worship,Bekaa,,34.1212971,35.9054599,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سيدة الحبس,place_of_worship,Bekaa,,34.1148718,35.9072402,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صليب,place_of_worship,Mount Lebanon,,33.9161703,35.717628,,,,,,,,,0,osm|wikidata,2026-05-04T05:55:01.794643Z
سبيل مياه,drinking_water,Mount Lebanon,,33.915362,35.7175897,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Baraka Bank,bank,North Lebanon,,34.4401618,35.8384899,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
البضن,supermarket,North Lebanon,,34.4418009,35.840075,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lara cafe,cafe,North Lebanon,,34.4405179,35.8385918,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jack Armani,car_repair,North Lebanon,,34.4403673,35.8400895,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hamidi Pharmacy,pharmacy,North Lebanon,,34.4401678,35.8408721,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sari for Stationary & Book Store,stationery,North Lebanon,,34.4402547,35.8402574,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
عودة الحمراء,bank,Beirut,شارع الحمرا,33.8957262,35.4809844,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ABC Hamra,mall,Beirut,,33.8958719,35.4799354,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bourj El Hamam,restaurant,Mount Lebanon,,33.9190132,35.585103,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
si bon,bakery,Mount Lebanon,,33.9669383,35.6068727,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Milano Adidas,shoes,Mount Lebanon,,33.8211848,35.526734,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
رية,laundry,Beirut,,33.8627865,35.5233471,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أبو عرب البوار,bakery,Mount Lebanon,,34.0401715,35.6306157,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
supermarket jbeil,supermarket,North Lebanon,,34.1288796,35.6487184,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Station Abi Nasr,fuel,Mount Lebanon,,34.0072107,35.6681056,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مطعم الشيخ,restaurant,South Lebanon,صيدا,33.5625096,35.3684644,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بيت الصحة,supermarket,Beirut,"شارع جان دومينيك أيوب, بيروت",33.8815733,35.5203974,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ماكروديت,supermarket,Beirut,"75, Rue Jean-Dominique Ayoub, Beyrouth",33.8810428,35.5208373,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
اسكل إب لبنان,company,Mount Lebanon,"طريق عام مزبود شحيم - مفرق دلهون, مزبود",33.6148068,35.477233,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ألين جاموس,beauty,Mount Lebanon,,33.8343367,35.5410834,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فرن القزي,bakery,Mount Lebanon,الحدث,33.8340753,35.5340896,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
hawa chicken,fast_food,Mount Lebanon,,33.9963271,35.6458371,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية سالمتك,pharmacy,Bekaa,,33.8108244,35.8573074,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Samsung,electronics,Mount Lebanon,,33.9000603,35.5657368,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مستشفى معربس,hospital,Beirut,,33.8729741,35.5190066,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kaza Maza,restaurant,Beirut,"شارع المهتما غاندي, Beyrouth",33.8982357,35.4789174,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مالك الفول,fast_food,Beirut,"شارع أنطون الجميل, بيروت",33.8977737,35.4797037,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Rita's Health Store,supermarket,Beirut,"شارع القاهرة, Beyrouth",33.8966588,35.4853015,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
متجر بيروت الصحي,supermarket,Beirut,"شارع الشيخ الياس كسبار, بيروت",33.8968046,35.4780171,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بلدية الشبانية,townhall,Mount Lebanon,,33.8205633,35.7071775,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صليب الصومعة حياطا,place_of_worship,Mount Lebanon,,34.0292306,35.7216822,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الانوار,furniture,North Lebanon,,34.4467003,35.8202813,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فلافل أبو الزيز,fast_food,Beirut,"Rue de Damas, Beyrouth",33.8902819,35.5066416,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فلافل كريم صهيون,fast_food,Beirut,"شارع الصيداني, بيروت",33.897993,35.4801379,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ملك البطاطا,fast_food,Beirut,"شارع الحمرا, بيروت",33.8959941,35.4803661,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فرن السيدة,fast_food,Mount Lebanon,,33.8575853,35.5728907,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
شمسين,bakery,Mount Lebanon,,33.7718744,35.4696068,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بوظة البزري,ice_cream,Mount Lebanon,,33.8057749,35.5110653,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Habis Antiquités,antiques,Beirut,,33.8867166,35.5106093,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كريم,electronics,Beirut,,33.8545795,35.5230671,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فرن جرجي,fast_food,Mount Lebanon,,33.8124395,35.5378299,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ذا غراند فكتري,nightclub,Beirut,,33.8997171,35.5421088,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مصرف لبنان,bank,Mount Lebanon,,33.8054777,35.5976462,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
OCFTC Bus Stop (Cola),bus_station,Beirut,,33.8786391,35.4950063,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
LTC Bus Station (Cola),bus_station,Beirut,,33.8755064,35.4946629,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Estephan Travel,bus_station,Mount Lebanon,,33.8914253,35.5470724,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
azra market,marketplace,Mount Lebanon,,34.0614257,35.7078953,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
chiken,fast_food,Mount Lebanon,,34.063907,35.7100595,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
شربل يونس,fast_food,Mount Lebanon,,34.0600411,35.7096462,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أبلبيز,restaurant,Mount Lebanon,,33.9332673,35.5898734,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
يونايتد,fuel,Mount Lebanon,مرادية,34.0698792,35.7104473,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Manar,fuel,Mount Lebanon,,34.0644221,35.7262852,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بيروت باي بايك,bicycle_rental,Beirut,,33.9048062,35.5043069,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية حسين مسعود الرسمية,school,Mount Lebanon,,33.7881975,35.5268115,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
إستراحة القلعة بدادون,restaurant,Mount Lebanon,,33.8067919,35.5649839,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Je'ita Junction (Mafraq el-Je'ita),bus_station,Mount Lebanon,,33.9616401,35.6048366,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Barouk Bus Station,bus_station,Mount Lebanon,,33.7058952,35.6804643,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
يلوسبت,office,Mount Lebanon,,33.9791952,35.6294367,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كنيسة مار إلياس,place_of_worship,Mount Lebanon,,33.8084063,35.5704368,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة العائلة المقدسة الإبتدائية,school,Mount Lebanon,,33.808284,35.5700191,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
باتا,shoes,Mount Lebanon,,33.8646629,35.547137,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة الراهبات الأنطونيات,school,Mount Lebanon,,33.8547905,35.5464124,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Charcutier Aoun,supermarket,Beirut,,33.8537738,35.5339954,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الأخوة اللبنانية الحدث,school,Mount Lebanon,,33.8283839,35.5276113,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أبو طنوس,fast_food,Mount Lebanon,,33.8291044,35.5276979,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rent a Car,car_rental,Mount Lebanon,,33.8545686,35.5705793,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
برغر كينغ,fast_food,Mount Lebanon,,33.8548511,35.57119,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المبرات ثانوية الكوثر,school,Beirut,,33.8478963,35.4945585,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مطعم الساحة,restaurant,Mount Lebanon,طريق المطار,33.8440307,35.4975475,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كاليري ريما كلاس,furniture,Beirut,,33.8470706,35.4853066,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كاليري الندى,furniture,Beirut,,33.8465056,35.4852234,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
السفارة الكويتية,diplomatic,Beirut,,33.8593923,35.4944756,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سنترال المنصورية,telephone,Mount Lebanon,,33.8558774,35.5764838,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
العائلة المقدسة بعبدا,school,Mount Lebanon,بعبدا,33.8318801,35.5449612,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مار إلياس روم,place_of_worship,Mount Lebanon,الحدث,33.8354739,35.5302823,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة السيدة الحدث,place_of_worship,Mount Lebanon,,33.8412097,35.5305502,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
قهوة العين الحدث,restaurant,Mount Lebanon,,33.841019,35.5296293,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كافيه يونس,cafe,Beirut,,33.8954712,35.4801071,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sagesse,school,Beirut,,33.8460314,35.5365658,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sagesse Brazilia,school,Beirut,,33.8467531,35.5366586,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Centre Galaxy,mall,Beirut,,33.8585386,35.5264662,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
دار الأيتام,school,Beirut,,33.8760133,35.5027188,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فرحات,fuel,Mount Lebanon,,33.8222501,35.5276664,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مر,furniture,Mount Lebanon,,33.8285556,35.5262705,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المعونات سبنيه,place_of_worship,Mount Lebanon,,33.8305542,35.5394695,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Clare House,clinic,Mount Lebanon,,33.8802138,35.622533,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Meeting House,place_of_worship,Mount Lebanon,,33.8805954,35.624457,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Library Building,library,Mount Lebanon,,33.8809739,35.6239778,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كومندو,clothes,Mount Lebanon,,33.8464206,35.5534395,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
نبيل,clothes,Mount Lebanon,,33.8167152,35.5644631,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ماكدونالدز,fast_food,Mount Lebanon,ضبية,33.9295457,35.5891119,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
أودي,car,Mount Lebanon,,33.9391897,35.5921623,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
نستله,company,Mount Lebanon,,33.9396678,35.5922951,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
طوطال,fuel,Mount Lebanon,النقاش,33.9257992,35.5874588,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كيا موتورز,car,Mount Lebanon,الضبية‎‎,33.9307908,35.5879981,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Jazira,nightclub,Mount Lebanon,,33.9198065,35.5844063,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أغسطا,motorcycle,Mount Lebanon,,33.8944202,35.5738121,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فولكسفاغن,car_repair,Mount Lebanon,,33.8956748,35.5561817,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Formula Rent a car,car_rental,Beirut,,33.8679229,35.5359993,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Napoletana,restaurant,Beirut,,33.8885953,35.5198855,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
دوؤ,restaurant,Beirut,,33.88851,35.5198532,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lotus,car,Mount Lebanon,,33.9041964,35.5766084,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جلسة العرزال,restaurant,Bekaa,,34.0157701,35.8026841,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
من تراثنا,restaurant,Bekaa,,34.0154811,35.803124,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سان جورجيو,hotel,Bekaa,,34.0151476,35.8036336,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
النجوم,restaurant,Bekaa,,34.0151165,35.8040735,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ربعة زينا,restaurant,Mount Lebanon,ريفون,33.9828733,35.7031231,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Provincial,restaurant,Mount Lebanon,,33.9185224,35.5867946,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كافيماتك,cafe,Beirut,بيروت,33.825843,35.492886,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
أكلي,cafe,Beirut,بيروت,33.8253439,35.4936454,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
88,restaurant,Mount Lebanon,,33.9189053,35.5874532,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
غسيل توتال,car_wash,Mount Lebanon,,33.9449963,35.5924251,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
شكسبير,restaurant,Mount Lebanon,ضبية,33.9291731,35.5874723,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
DHL,post_office,Mount Lebanon,,33.9084826,35.5785722,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Porcelanosa,pottery,Mount Lebanon,,33.8927133,35.576445,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
السنيور,restaurant,Mount Lebanon,,33.9179056,35.5898414,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Celtic Sports Café,bar,Beirut,,33.8907625,35.507562,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
EddeYard,cafe,North Lebanon,,34.1208686,35.6469687,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوزوكي,car,Mount Lebanon,,33.9807004,35.634854,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
INK & Daggers,restaurant,Beirut,,33.8989072,35.5066977,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Titanic Piano Bar,bar,Mount Lebanon,,33.9477786,35.5951711,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
دار الورد,restaurant,Mount Lebanon,,33.9181602,35.58898,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ذا دبلنر,bar,Mount Lebanon,,33.918185,35.588824,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jasmine SPA,massage,Mount Lebanon,,33.9401409,35.591514,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Classic Burger DT,restaurant,Beirut,,33.8987068,35.5066704,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سينما ستي,cinema,Mount Lebanon,,33.8969342,35.5644677,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بي إف شنغز,restaurant,Beirut,,33.8625573,35.5296415,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فكس,cinema,Beirut,,33.8615657,35.52949,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بعقليني,furniture,Mount Lebanon,,33.9784417,35.6242314,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ميترو,supermarket,Mount Lebanon,,34.0068898,35.6488351,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوق الخضار,greengrocer,Mount Lebanon,,34.074014,35.6470109,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
نصر,pharmacy,North Lebanon,عمشيت,34.1455027,35.6456344,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
تلحيم دواليب,car_repair,North Lebanon,,34.1501571,35.6553519,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بلدية ميفوق القطارة,townhall,Bekaa,,34.1829802,35.7783862,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
لبنان بترول,fuel,North Lebanon,,34.1532409,35.6662226,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
